,Pokedex_Number,Name,Type1,Type2,Attack,Defense,Experience_Growth,Base_Egg,Base_Happiness,Base_Total,Capture_Rate,Height_M,Weight_Kg,Generation,Is_Legendary,Hp,Sp_Attack,Sp_Defense,Speed,Abilities,Type,N_Abilities,BMI
487,488,Cresselia,Psychic,NaN,70.0,120.0,1250000.0,30720.0,100.0,600.0,3.0,1.5,85.6,4,1,120.0,75.0,130.0,85.0,['Levitate'],Psychic,1,38.044444444444444
488,489,Phione,Water,NaN,80.0,80.0,1250000.0,10240.0,70.0,480.0,30.0,0.4,3.1,4,0,80.0,80.0,80.0,80.0,['Hydration'],Water,1,19.374999999999996
489,490,Manaphy,Water,NaN,100.0,100.0,1250000.0,2560.0,70.0,600.0,3.0,0.3,1.4,4,1,100.0,100.0,100.0,100.0,['Hydration'],Water,1,15.555555555555555
490,491,Darkrai,Dark,NaN,90.0,90.0,1250000.0,30720.0,0.0,600.0,3.0,1.5,50.5,4,1,70.0,135.0,90.0,125.0,['Bad Dreams'],Dark,1,22.444444444444443
491,492,Shaymin,Grass,Grass,103.0,75.0,1059860.0,30720.0,100.0,600.0,45.0,0.2,2.1,4,1,100.0,120.0,75.0,127.0,"['Natural Cure', 'Serene Grace']",Grass_Grass,2,52.49999999999999
492,493,Arceus,Normal,NaN,120.0,120.0,1250000.0,30720.0,0.0,720.0,3.0,3.2,320.0,4,1,120.0,120.0,120.0,120.0,['Multitype'],Normal,1,31.249999999999993
493,494,Victini,Psychic,Fire,100.0,100.0,1250000.0,30720.0,100.0,600.0,3.0,0.4,4.0,5,1,100.0,100.0,100.0,100.0,['Victory Star'],Psychic_Fire,1,24.999999999999996
494,495,Snivy,Grass,NaN,45.0,55.0,1059860.0,5120.0,70.0,308.0,45.0,0.6,8.1,5,0,45.0,45.0,55.0,63.0,"['Overgrow', 'Contrary']",Grass,2,22.5
495,496,Servine,Grass,NaN,60.0,75.0,1059860.0,5120.0,70.0,413.0,45.0,0.8,16.0,5,0,60.0,60.0,75.0,83.0,"['Overgrow', 'Contrary']",Grass,2,24.999999999999996
496,497,Serperior,Grass,NaN,75.0,95.0,1059860.0,5120.0,70.0,528.0,45.0,3.3,63.0,5,0,75.0,75.0,95.0,113.0,"['Overgrow', 'Contrary']",Grass,2,5.785123966942149
497,498,Tepig,Fire,NaN,63.0,45.0,1059860.0,5120.0,70.0,308.0,45.0,0.5,9.9,5,0,65.0,45.0,45.0,45.0,"['Blaze', 'Thick Fat']",Fire,2,39.6
498,499,Pignite,Fire,Fighting,93.0,55.0,1059860.0,5120.0,70.0,418.0,45.0,1.0,55.5,5,0,90.0,70.0,55.0,55.0,"['Blaze', 'Thick Fat']",Fire_Fighting,2,55.5
499,500,Emboar,Fire,Fighting,123.0,65.0,1059860.0,5120.0,70.0,528.0,45.0,1.6,150.0,5,0,110.0,100.0,65.0,65.0,"['Blaze', 'Reckless']",Fire_Fighting,2,58.593749999999986
500,501,Oshawott,Water,NaN,55.0,45.0,1059860.0,5120.0,70.0,308.0,45.0,0.5,5.9,5,0,55.0,63.0,45.0,45.0,"['Torrent', 'Shell Armor']",Water,2,23.6
501,502,Dewott,Water,NaN,75.0,60.0,1059860.0,5120.0,70.0,413.0,45.0,0.8,24.5,5,0,75.0,83.0,60.0,60.0,"['Torrent', 'Shell Armor']",Water,2,38.28124999999999
502,503,Samurott,Water,NaN,100.0,85.0,1059860.0,5120.0,70.0,528.0,45.0,1.5,94.6,5,0,95.0,108.0,70.0,70.0,"['Torrent', 'Shell Armor']",Water,2,42.044444444444444
503,504,Patrat,Normal,NaN,55.0,39.0,1000000.0,3840.0,70.0,255.0,255.0,0.5,11.6,5,0,45.0,35.0,39.0,42.0,"['Run Away', 'Keen Eye', 'Analytic']",Normal,3,46.4
504,505,Watchog,Normal,NaN,85.0,69.0,1000000.0,5120.0,70.0,420.0,255.0,1.1,27.0,5,0,60.0,60.0,69.0,77.0,"['Illuminate', 'Keen Eye', 'Analytic']",Normal,3,22.314049586776857
505,506,Lillipup,Normal,NaN,60.0,45.0,1059860.0,3840.0,70.0,275.0,255.0,0.4,4.1,5,0,45.0,25.0,45.0,55.0,"['Vital Spirit', 'Pickup', 'Run Away']",Normal,3,25.624999999999993
506,507,Herdier,Normal,NaN,80.0,65.0,1059860.0,3840.0,70.0,370.0,120.0,0.9,14.7,5,0,65.0,35.0,65.0,60.0,"['Intimidate', 'Sand Rush', 'Scrappy']",Normal,3,18.148148148148145
507,508,Stoutland,Normal,NaN,110.0,90.0,1059860.0,3840.0,70.0,500.0,45.0,1.2,61.0,5,0,85.0,45.0,90.0,80.0,"['Intimidate', 'Sand Rush', 'Scrappy']",Normal,3,42.361111111111114
508,509,Purrloin,Dark,NaN,50.0,37.0,1000000.0,5120.0,70.0,281.0,255.0,0.4,10.1,5,0,41.0,50.0,37.0,66.0,"['Limber', 'Unburden', 'Prankster']",Dark,3,63.124999999999986
509,510,Liepard,Dark,NaN,88.0,50.0,1000000.0,5120.0,70.0,446.0,90.0,1.1,37.5,5,0,64.0,88.0,50.0,106.0,"['Limber', 'Unburden', 'Prankster']",Dark,3,30.991735537190078
510,511,Pansage,Grass,NaN,53.0,48.0,1000000.0,5120.0,70.0,316.0,190.0,0.6,10.5,5,0,50.0,53.0,48.0,64.0,"['Gluttony', 'Overgrow']",Grass,2,29.166666666666668
511,512,Simisage,Grass,NaN,98.0,63.0,1000000.0,5120.0,70.0,498.0,75.0,1.1,30.5,5,0,75.0,98.0,63.0,101.0,"['Gluttony', 'Overgrow']",Grass,2,25.20661157024793
512,513,Pansear,Fire,NaN,53.0,48.0,1000000.0,5120.0,70.0,316.0,190.0,0.6,11.0,5,0,50.0,53.0,48.0,64.0,"['Gluttony', 'Blaze']",Fire,2,30.555555555555557
513,514,Simisear,Fire,NaN,98.0,63.0,1000000.0,5120.0,70.0,498.0,75.0,1.0,28.0,5,0,75.0,98.0,63.0,101.0,"['Gluttony', 'Blaze']",Fire,2,28.0
514,515,Panpour,Water,NaN,53.0,48.0,1000000.0,5120.0,70.0,316.0,190.0,0.6,13.5,5,0,50.0,53.0,48.0,64.0,"['Gluttony', 'Torrent']",Water,2,37.5
515,516,Simipour,Water,NaN,98.0,63.0,1000000.0,5120.0,70.0,498.0,75.0,1.0,29.0,5,0,75.0,98.0,63.0,101.0,"['Gluttony', 'Torrent']",Water,2,29.0
516,517,Munna,Psychic,NaN,25.0,45.0,800000.0,2560.0,70.0,292.0,190.0,0.6,23.3,5,0,76.0,67.0,55.0,24.0,"['Forewarn', 'Synchronize', 'Telepathy']",Psychic,3,64.72222222222223
517,518,Musharna,Psychic,NaN,55.0,85.0,800000.0,2560.0,70.0,487.0,75.0,1.1,60.5,5,0,116.0,107.0,95.0,29.0,"['Forewarn', 'Synchronize', 'Telepathy']",Psychic,3,49.99999999999999
518,519,Pidove,Normal,Flying,55.0,50.0,1059860.0,3840.0,70.0,264.0,255.0,0.3,2.1,5,0,50.0,36.0,30.0,43.0,"['Big Pecks', 'Super Luck', 'Rivalry']",Normal_Flying,3,23.333333333333336
519,520,Tranquill,Normal,Flying,77.0,62.0,1059860.0,3840.0,70.0,358.0,120.0,0.6,15.0,5,0,62.0,50.0,42.0,65.0,"['Big Pecks', 'Super Luck', 'Rivalry']",Normal_Flying,3,41.66666666666667
520,521,Unfezant,Normal,Flying,115.0,80.0,1059860.0,3840.0,70.0,488.0,45.0,1.2,29.0,5,0,80.0,65.0,55.0,93.0,"['Big Pecks', 'Super Luck', 'Rivalry']",Normal_Flying,3,20.13888888888889
521,522,Blitzle,Electric,NaN,60.0,32.0,1000000.0,5120.0,70.0,295.0,190.0,0.8,29.8,5,0,45.0,50.0,32.0,76.0,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Electric,3,46.56249999999999
522,523,Zebstrika,Electric,NaN,100.0,63.0,1000000.0,5120.0,70.0,497.0,75.0,1.6,79.5,5,0,75.0,80.0,63.0,116.0,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Electric,3,31.054687499999993
523,524,Roggenrola,Rock,NaN,75.0,85.0,1059860.0,3840.0,70.0,280.0,255.0,0.4,18.0,5,0,55.0,25.0,25.0,15.0,"['Sturdy', 'Weak Armor', 'Sand Force']",Rock,3,112.49999999999997
524,525,Boldore,Rock,NaN,105.0,105.0,1059860.0,3840.0,70.0,390.0,120.0,0.9,102.0,5,0,70.0,50.0,40.0,20.0,"['Sturdy', 'Weak Armor', 'Sand Force']",Rock,3,125.92592592592592
525,526,Gigalith,Rock,NaN,135.0,130.0,1059860.0,3840.0,70.0,515.0,45.0,1.7,260.0,5,0,85.0,60.0,80.0,25.0,"['Sturdy', 'Sand Stream', 'Sand Force']",Rock,3,89.96539792387544
526,527,Woobat,Psychic,Flying,45.0,43.0,1000000.0,3840.0,70.0,323.0,190.0,0.4,2.1,5,0,65.0,55.0,43.0,72.0,"['Unaware', 'Klutz', 'Simple']",Psychic_Flying,3,13.124999999999998
527,528,Swoobat,Psychic,Flying,57.0,55.0,1000000.0,3840.0,70.0,425.0,45.0,0.9,10.5,5,0,67.0,77.0,55.0,114.0,"['Unaware', 'Klutz', 'Simple']",Psychic_Flying,3,12.962962962962962
528,529,Drilbur,Ground,NaN,85.0,40.0,1000000.0,5120.0,70.0,328.0,120.0,0.3,8.5,5,0,60.0,30.0,45.0,68.0,"['Sand Rush', 'Sand Force', 'Mold Breaker']",Ground,3,94.44444444444444
529,530,Excadrill,Ground,Steel,135.0,60.0,1000000.0,5120.0,70.0,508.0,60.0,0.7,40.4,5,0,110.0,50.0,65.0,88.0,"['Sand Rush', 'Sand Force', 'Mold Breaker']",Ground_Steel,3,82.44897959183675
530,531,Audino,Normal,NaN,60.0,126.0,800000.0,5120.0,70.0,545.0,255.0,1.1,31.0,5,0,103.0,80.0,126.0,50.0,"['Healer', 'Regenerator', 'Klutz']",Normal,3,25.6198347107438
531,532,Timburr,Fighting,NaN,80.0,55.0,1059860.0,5120.0,70.0,305.0,180.0,0.6,12.5,5,0,75.0,25.0,35.0,35.0,"['Guts', 'Sheer Force', 'Iron Fist']",Fighting,3,34.72222222222222
532,533,Gurdurr,Fighting,NaN,105.0,85.0,1059860.0,5120.0,70.0,405.0,90.0,1.2,40.0,5,0,85.0,40.0,50.0,40.0,"['Guts', 'Sheer Force', 'Iron Fist']",Fighting,3,27.77777777777778
533,534,Conkeldurr,Fighting,NaN,140.0,95.0,1059860.0,5120.0,70.0,505.0,45.0,1.4,87.0,5,0,105.0,55.0,65.0,45.0,"['Guts', 'Sheer Force', 'Iron Fist']",Fighting,3,44.38775510204082
534,535,Tympole,Water,NaN,50.0,40.0,1059860.0,5120.0,70.0,294.0,255.0,0.5,4.5,5,0,50.0,50.0,40.0,64.0,"['Swift Swim', 'Hydration', 'Water Absorb']",Water,3,18.0
535,536,Palpitoad,Water,Ground,65.0,55.0,1059860.0,5120.0,70.0,384.0,120.0,0.8,17.0,5,0,75.0,65.0,55.0,69.0,"['Swift Swim', 'Hydration', 'Water Absorb']",Water_Ground,3,26.562499999999996
536,537,Seismitoad,Water,Ground,95.0,75.0,1059860.0,5120.0,70.0,509.0,45.0,1.5,62.0,5,0,105.0,85.0,75.0,74.0,"['Swift Swim', 'Poison Touch', 'Water Absorb']",Water_Ground,3,27.555555555555557
537,538,Throh,Fighting,NaN,100.0,85.0,1000000.0,5120.0,70.0,465.0,45.0,1.3,55.5,5,0,120.0,30.0,85.0,45.0,"['Guts', 'Inner Focus', 'Mold Breaker']",Fighting,3,32.840236686390526
538,539,Sawk,Fighting,NaN,125.0,75.0,1000000.0,5120.0,70.0,465.0,45.0,1.4,51.0,5,0,75.0,30.0,75.0,85.0,"['Sturdy', 'Inner Focus', 'Mold Breaker']",Fighting,3,26.02040816326531
539,540,Sewaddle,Bug,Grass,53.0,70.0,1059860.0,3840.0,70.0,310.0,255.0,0.3,2.5,5,0,45.0,40.0,60.0,42.0,"['Swarm', 'Chlorophyll', 'Overcoat']",Bug_Grass,3,27.77777777777778
540,541,Swadloon,Bug,Grass,63.0,90.0,1059860.0,3840.0,70.0,380.0,120.0,0.5,7.3,5,0,55.0,50.0,80.0,42.0,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",Bug_Grass,3,29.2
541,542,Leavanny,Bug,Grass,103.0,80.0,1059860.0,3840.0,70.0,500.0,45.0,1.2,20.5,5,0,75.0,70.0,80.0,92.0,"['Swarm', 'Chlorophyll', 'Overcoat']",Bug_Grass,3,14.236111111111112
542,543,Venipede,Bug,Poison,45.0,59.0,1059860.0,3840.0,70.0,260.0,255.0,0.4,5.3,5,0,30.0,30.0,39.0,57.0,"['Poison Point', 'Swarm', 'Speed Boost']",Bug_Poison,3,33.12499999999999
543,544,Whirlipede,Bug,Poison,55.0,99.0,1059860.0,3840.0,70.0,360.0,120.0,1.2,58.5,5,0,40.0,40.0,79.0,47.0,"['Poison Point', 'Swarm', 'Speed Boost']",Bug_Poison,3,40.625
544,545,Scolipede,Bug,Poison,100.0,89.0,1059860.0,5120.0,70.0,485.0,45.0,2.5,200.5,5,0,60.0,55.0,69.0,112.0,"['Poison Point', 'Swarm', 'Speed Boost']",Bug_Poison,3,32.08
545,546,Cottonee,Grass,Fairy,27.0,60.0,1000000.0,5120.0,70.0,280.0,190.0,0.3,0.6,5,0,40.0,37.0,50.0,66.0,"['Prankster', 'Infiltrator', 'Chlorophyll']",Grass_Fairy,3,6.666666666666667
546,547,Whimsicott,Grass,Fairy,67.0,85.0,1000000.0,5120.0,70.0,480.0,75.0,0.7,6.6,5,0,60.0,77.0,75.0,116.0,"['Prankster', 'Infiltrator', 'Chlorophyll']",Grass_Fairy,3,13.469387755102042
547,548,Petilil,Grass,NaN,35.0,50.0,1000000.0,5120.0,70.0,280.0,190.0,0.5,6.6,5,0,45.0,70.0,50.0,30.0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Grass,3,26.4
548,549,Lilligant,Grass,NaN,60.0,75.0,1000000.0,5120.0,70.0,480.0,75.0,1.1,16.3,5,0,70.0,110.0,75.0,90.0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Grass,3,13.471074380165287
549,550,Basculin,Water,NaN,92.0,65.0,1000000.0,10240.0,70.0,460.0,25.0,1.0,18.0,5,0,70.0,80.0,55.0,98.0,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",Water,4,18.0
550,551,Sandile,Ground,Dark,72.0,35.0,1059860.0,5120.0,70.0,292.0,180.0,0.7,15.2,5,0,50.0,35.0,35.0,65.0,"['Intimidate', 'Moxie', 'Anger Point']",Ground_Dark,3,31.02040816326531
551,552,Krokorok,Ground,Dark,82.0,45.0,1059860.0,5120.0,70.0,351.0,90.0,1.0,33.4,5,0,60.0,45.0,45.0,74.0,"['Intimidate', 'Moxie', 'Anger Point']",Ground_Dark,3,33.4
552,553,Krookodile,Ground,Dark,117.0,80.0,1059860.0,5120.0,70.0,519.0,45.0,1.5,96.3,5,0,95.0,65.0,70.0,92.0,"['Intimidate', 'Moxie', 'Anger Point']",Ground_Dark,3,42.8
553,554,Darumaka,Fire,NaN,90.0,45.0,1059860.0,5120.0,70.0,315.0,120.0,0.6,37.5,5,0,70.0,15.0,45.0,50.0,"['Hustle', 'Inner Focus']",Fire,2,104.16666666666667
554,555,Darmanitan,Fire,Fire,30.0,105.0,1059860.0,5120.0,70.0,540.0,60.0,1.3,92.9,5,0,105.0,140.0,105.0,55.0,"['Sheer Force', 'Zen Mode']",Fire_Fire,2,54.97041420118343
555,556,Maractus,Grass,NaN,86.0,67.0,1000000.0,5120.0,70.0,461.0,255.0,1.0,28.0,5,0,75.0,106.0,67.0,60.0,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",Grass,3,28.0
556,557,Dwebble,Bug,Rock,65.0,85.0,1000000.0,5120.0,70.0,325.0,190.0,0.3,14.5,5,0,50.0,35.0,35.0,55.0,"['Sturdy', 'Shell Armor', 'Weak Armor']",Bug_Rock,3,161.11111111111111
557,558,Crustle,Bug,Rock,105.0,125.0,1000000.0,5120.0,70.0,485.0,75.0,1.4,200.0,5,0,70.0,65.0,75.0,45.0,"['Sturdy', 'Shell Armor', 'Weak Armor']",Bug_Rock,3,102.04081632653063
558,559,Scraggy,Dark,Fighting,75.0,70.0,1000000.0,3840.0,35.0,348.0,180.0,0.6,11.8,5,0,50.0,35.0,70.0,48.0,"['Shed Skin', 'Moxie', 'Intimidate']",Dark_Fighting,3,32.77777777777778
559,560,Scrafty,Dark,Fighting,90.0,115.0,1000000.0,3840.0,70.0,488.0,90.0,1.1,30.0,5,0,65.0,45.0,115.0,58.0,"['Shed Skin', 'Moxie', 'Intimidate']",Dark_Fighting,3,24.793388429752063
560,561,Sigilyph,Psychic,Flying,58.0,80.0,1000000.0,5120.0,70.0,490.0,45.0,1.4,14.0,5,0,72.0,103.0,80.0,97.0,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",Psychic_Flying,3,7.142857142857144
561,562,Yamask,Ghost,NaN,30.0,85.0,1000000.0,6400.0,70.0,303.0,190.0,0.5,1.5,5,0,38.0,55.0,65.0,30.0,['Mummy'],Ghost,1,6.0
562,563,Cofagrigus,Ghost,NaN,50.0,145.0,1000000.0,6400.0,70.0,483.0,90.0,1.7,76.5,5,0,58.0,95.0,105.0,30.0,['Mummy'],Ghost,1,26.47058823529412
563,564,Tirtouga,Water,Rock,78.0,103.0,1000000.0,7680.0,70.0,355.0,45.0,0.7,16.5,5,0,54.0,53.0,45.0,22.0,"['Solid Rock', 'Sturdy', 'Swift Swim']",Water_Rock,3,33.673469387755105
564,565,Carracosta,Water,Rock,108.0,133.0,1000000.0,7680.0,70.0,495.0,45.0,1.2,81.0,5,0,74.0,83.0,65.0,32.0,"['Solid Rock', 'Sturdy', 'Swift Swim']",Water_Rock,3,56.25
565,566,Archen,Rock,Flying,112.0,45.0,1000000.0,7680.0,70.0,401.0,45.0,0.5,9.5,5,0,55.0,74.0,45.0,70.0,['Defeatist'],Rock_Flying,1,38.0
566,567,Archeops,Rock,Flying,140.0,65.0,1000000.0,7680.0,70.0,567.0,45.0,1.4,32.0,5,0,75.0,112.0,65.0,110.0,['Defeatist'],Rock_Flying,1,16.326530612244902
567,568,Trubbish,Poison,NaN,50.0,62.0,1000000.0,5120.0,70.0,329.0,190.0,0.6,31.0,5,0,50.0,40.0,62.0,65.0,"['Stench', 'Sticky Hold', 'Aftermath']",Poison,3,86.11111111111111
568,569,Garbodor,Poison,NaN,95.0,82.0,1000000.0,5120.0,70.0,474.0,60.0,1.9,107.3,5,0,80.0,60.0,82.0,75.0,"['Stench', 'Weak Armor', 'Aftermath']",Poison,3,29.722991689750693
569,570,Zorua,Dark,NaN,65.0,40.0,1059860.0,6400.0,70.0,330.0,75.0,0.7,12.5,5,0,40.0,80.0,40.0,65.0,['Illusion'],Dark,1,25.510204081632658
570,571,Zoroark,Dark,NaN,105.0,60.0,1059860.0,5120.0,70.0,510.0,45.0,1.6,81.1,5,0,60.0,120.0,60.0,105.0,['Illusion'],Dark,1,31.679687499999993
571,572,Minccino,Normal,NaN,50.0,40.0,800000.0,3840.0,70.0,300.0,255.0,0.4,5.8,5,0,55.0,40.0,40.0,75.0,"['Cute Charm', 'Technician', 'Skill Link']",Normal,3,36.24999999999999
572,573,Cinccino,Normal,NaN,95.0,60.0,800000.0,3840.0,70.0,470.0,60.0,0.5,7.5,5,0,75.0,65.0,60.0,115.0,"['Cute Charm', 'Technician', 'Skill Link']",Normal,3,30.0
573,574,Gothita,Psychic,NaN,30.0,50.0,1059860.0,5120.0,70.0,290.0,200.0,0.4,5.8,5,0,45.0,55.0,65.0,45.0,"['Frisk', 'Competitive', 'Shadow Tag']",Psychic,3,36.24999999999999
574,575,Gothorita,Psychic,NaN,45.0,70.0,1059860.0,5120.0,70.0,390.0,100.0,0.7,18.0,5,0,60.0,75.0,85.0,55.0,"['Frisk', 'Competitive', 'Shadow Tag']",Psychic,3,36.734693877551024
575,576,Gothitelle,Psychic,NaN,55.0,95.0,1059860.0,5120.0,70.0,490.0,50.0,1.5,44.0,5,0,70.0,95.0,110.0,65.0,"['Frisk', 'Competitive', 'Shadow Tag']",Psychic,3,19.555555555555557
576,577,Solosis,Psychic,NaN,30.0,40.0,1059860.0,5120.0,70.0,290.0,200.0,0.3,1.0,5,0,45.0,105.0,50.0,20.0,"['Overcoat', 'Magic Guard', 'Regenerator']",Psychic,3,11.11111111111111
577,578,Duosion,Psychic,NaN,40.0,50.0,1059860.0,5120.0,70.0,370.0,100.0,0.6,8.0,5,0,65.0,125.0,60.0,30.0,"['Overcoat', 'Magic Guard', 'Regenerator']",Psychic,3,22.22222222222222
578,579,Reuniclus,Psychic,NaN,65.0,75.0,1059860.0,5120.0,70.0,490.0,50.0,1.0,20.1,5,0,110.0,125.0,85.0,30.0,"['Overcoat', 'Magic Guard', 'Regenerator']",Psychic,3,20.1
579,580,Ducklett,Water,Flying,44.0,50.0,1000000.0,5120.0,70.0,305.0,190.0,0.5,5.5,5,0,62.0,44.0,50.0,55.0,"['Keen Eye', 'Big Pecks', 'Hydration']",Water_Flying,3,22.0
580,581,Swanna,Water,Flying,87.0,63.0,1000000.0,5120.0,70.0,473.0,45.0,1.3,24.2,5,0,75.0,87.0,63.0,98.0,"['Keen Eye', 'Big Pecks', 'Hydration']",Water_Flying,3,14.319526627218933
581,582,Vanillite,Ice,NaN,50.0,50.0,1250000.0,5120.0,70.0,305.0,255.0,0.4,5.7,5,0,36.0,65.0,60.0,44.0,"['Ice Body', 'Snow Cloak', 'Weak Armor']",Ice,3,35.62499999999999
582,583,Vanillish,Ice,NaN,65.0,65.0,1250000.0,5120.0,70.0,395.0,120.0,1.1,41.0,5,0,51.0,80.0,75.0,59.0,"['Ice Body', 'Snow Cloak', 'Weak Armor']",Ice,3,33.88429752066115
583,584,Vanilluxe,Ice,NaN,95.0,85.0,1250000.0,5120.0,70.0,535.0,45.0,1.3,57.5,5,0,71.0,110.0,95.0,79.0,"['Ice Body', 'Snow Warning', 'Weak Armor']",Ice,3,34.02366863905325
584,585,Deerling,Normal,Grass,60.0,50.0,1000000.0,5120.0,70.0,335.0,190.0,0.6,19.5,5,0,60.0,40.0,50.0,75.0,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Normal_Grass,3,54.16666666666667
585,586,Sawsbuck,Normal,Grass,100.0,70.0,1000000.0,5120.0,70.0,475.0,75.0,1.9,92.5,5,0,80.0,60.0,70.0,95.0,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Normal_Grass,3,25.623268698060944
586,587,Emolga,Electric,Flying,75.0,60.0,1000000.0,5120.0,70.0,428.0,200.0,0.4,5.0,5,0,55.0,75.0,60.0,103.0,"['Static', 'Motor Drive']",Electric_Flying,2,31.249999999999993
587,588,Karrablast,Bug,NaN,75.0,45.0,1000000.0,3840.0,70.0,315.0,200.0,0.5,5.9,5,0,50.0,40.0,45.0,60.0,"['Swarm', 'Shed Skin', 'No Guard']",Bug,3,23.6
588,589,Escavalier,Bug,Steel,135.0,105.0,1000000.0,3840.0,70.0,495.0,75.0,1.0,33.0,5,0,70.0,60.0,105.0,20.0,"['Swarm', 'Shell Armor', 'Overcoat']",Bug_Steel,3,33.0
589,590,Foongus,Grass,Poison,55.0,45.0,1000000.0,5120.0,70.0,294.0,190.0,0.2,1.0,5,0,69.0,55.0,55.0,15.0,"['Effect Spore', 'Regenerator']",Grass_Poison,2,24.999999999999996
590,591,Amoonguss,Grass,Poison,85.0,70.0,1000000.0,5120.0,70.0,464.0,75.0,0.6,10.5,5,0,114.0,85.0,80.0,30.0,"['Effect Spore', 'Regenerator']",Grass_Poison,2,29.166666666666668
591,592,Frillish,Water,Ghost,40.0,50.0,1000000.0,5120.0,70.0,335.0,190.0,1.2,33.0,5,0,55.0,65.0,85.0,40.0,"['Water Absorb', 'Cursed Body', 'Damp']",Water_Ghost,3,22.916666666666668
592,593,Jellicent,Water,Ghost,60.0,70.0,1000000.0,5120.0,70.0,480.0,60.0,2.2,135.0,5,0,100.0,85.0,105.0,60.0,"['Water Absorb', 'Cursed Body', 'Damp']",Water_Ghost,3,27.89256198347107
593,594,Alomomola,Water,NaN,75.0,80.0,800000.0,10240.0,70.0,470.0,75.0,1.2,31.6,5,0,165.0,40.0,45.0,65.0,"['Healer', 'Hydration', 'Regenerator']",Water,3,21.944444444444446
594,595,Joltik,Bug,Electric,47.0,50.0,1000000.0,5120.0,70.0,319.0,190.0,0.1,0.6,5,0,50.0,57.0,50.0,65.0,"['Compoundeyes', 'Unnerve', 'Swarm']",Bug_Electric,3,59.999999999999986
595,596,Galvantula,Bug,Electric,77.0,60.0,1000000.0,5120.0,70.0,472.0,75.0,0.8,14.3,5,0,70.0,97.0,60.0,108.0,"['Compoundeyes', 'Unnerve', 'Swarm']",Bug_Electric,3,22.343749999999996
596,597,Ferroseed,Grass,Steel,50.0,91.0,1000000.0,5120.0,70.0,305.0,255.0,0.6,18.8,5,0,44.0,24.0,86.0,10.0,['Iron Barbs'],Grass_Steel,1,52.22222222222223
597,598,Ferrothorn,Grass,Steel,94.0,131.0,1000000.0,5120.0,70.0,489.0,90.0,1.0,110.0,5,0,74.0,54.0,116.0,20.0,"['Iron Barbs', 'Anticipation']",Grass_Steel,2,110.0
598,599,Klink,Steel,NaN,55.0,70.0,1059860.0,5120.0,70.0,300.0,130.0,0.3,21.0,5,0,40.0,45.0,60.0,30.0,"['Plus', 'Minus', 'Clear Body']",Steel,3,233.33333333333334
599,600,Klang,Steel,NaN,80.0,95.0,1059860.0,5120.0,70.0,440.0,60.0,0.6,51.0,5,0,60.0,70.0,85.0,50.0,"['Plus', 'Minus', 'Clear Body']",Steel,3,141.66666666666669
600,601,Klinklang,Steel,NaN,100.0,115.0,1059860.0,5120.0,70.0,520.0,30.0,0.6,81.0,5,0,60.0,70.0,85.0,90.0,"['Plus', 'Minus', 'Clear Body']",Steel,3,225.0
601,602,Tynamo,Electric,NaN,55.0,40.0,1250000.0,5120.0,70.0,275.0,190.0,0.2,0.3,5,0,35.0,45.0,40.0,60.0,['Levitate'],Electric,1,7.499999999999998
602,603,Eelektrik,Electric,NaN,85.0,70.0,1250000.0,5120.0,70.0,405.0,60.0,1.2,22.0,5,0,65.0,75.0,70.0,40.0,['Levitate'],Electric,1,15.277777777777779
603,604,Eelektross,Electric,NaN,115.0,80.0,1250000.0,5120.0,70.0,515.0,30.0,2.1,80.5,5,0,85.0,105.0,80.0,50.0,['Levitate'],Electric,1,18.253968253968253
604,605,Elgyem,Psychic,NaN,55.0,55.0,1000000.0,5120.0,70.0,335.0,255.0,0.5,9.0,5,0,55.0,85.0,55.0,30.0,"['Telepathy', 'Synchronize', 'Analytic']",Psychic,3,36.0
605,606,Beheeyem,Psychic,NaN,75.0,75.0,1000000.0,5120.0,70.0,485.0,90.0,1.0,34.5,5,0,75.0,125.0,95.0,40.0,"['Telepathy', 'Synchronize', 'Analytic']",Psychic,3,34.5
606,607,Litwick,Ghost,Fire,30.0,55.0,1059860.0,5120.0,70.0,275.0,190.0,0.3,3.1,5,0,50.0,65.0,55.0,20.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Ghost_Fire,3,34.44444444444445
607,608,Lampent,Ghost,Fire,40.0,60.0,1059860.0,5120.0,70.0,370.0,90.0,0.6,13.0,5,0,60.0,95.0,60.0,55.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Ghost_Fire,3,36.111111111111114
608,609,Chandelure,Ghost,Fire,55.0,90.0,1059860.0,5120.0,70.0,520.0,45.0,1.0,34.3,5,0,60.0,145.0,90.0,80.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Ghost_Fire,3,34.3
